Natural Frequency		8.2V		8.3V		8.4V		8.5V		8.6V		8.7V		8.8V		8.9V		9.0V		9.1V		9.2V		9.3V		9.4V		9.5V		9.6V		9.7V		9.8V		9.9V		10.0V		Natural_Freq_w/Motor	
Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage
0.906	0.48825	0.906	0.323753	0.906	0.20367	0.906	-0.240144	0.906	0.350401	0.906	-0.148025	0.906	-0.766534	0.906	0.25927	0.906	1.27389	0.906	0.0980626	0.906	0.194129	0.906	-1.60975	0.906	-2.33814	0.906	2.51847	0.906	0.528058	0.906	4.86683	0.906	-0.414182	0.906	0.604385	0.906	0.378037	0.906	-0.914253	0.906	-0.0818973
0.907	0.426728	0.907	0.302039	0.907	0.25598	0.907	-0.202967	0.907	0.39646	0.907	-0.262844	0.907	-0.775088	0.907	0.277036	0.907	1.24823	0.907	-0.115784	0.907	-0.140458	0.907	-1.72851	0.907	-2.30524	0.907	2.31877	0.907	1.27586	0.907	4.77142	0.907	-0.261857	0.907	1.06991	0.907	0.465878	0.907	-0.756336	0.907	-0.0904512
0.908	0.248084	0.908	0.229331	0.908	0.239859	0.908	-0.173687	0.908	0.401724	0.908	-0.256922	0.908	-0.791867	0.908	0.464891	0.908	1.23408	0.908	-0.399048	0.908	-0.441159	0.908	-1.79135	0.908	-2.11969	0.908	1.88746	0.908	1.99439	0.908	4.41808	0.908	-0.0256393	0.908	0.908047	0.908	0.415871	0.908	-0.524724	0.908	-0.0943991
0.909	-0.00162272	0.909	0.329017	0.909	0.250716	0.909	-0.045708	0.909	0.475748	0.909	-0.488205	0.909	-0.713566	0.909	0.642548	0.909	1.17552	0.909	-0.659282	0.909	-0.607959	0.909	-1.73114	0.909	-1.9315	0.909	1.37028	0.909	2.62935	0.909	3.94466	0.909	0.262231	0.909	1.06399	0.909	-0.0842003	0.909	-0.68297	0.909	-0.0953861
0.91	-0.258896	0.91	0.285589	0.91	0.376392	0.91	0.0839158	0.91	0.483315	0.91	-0.492482	0.91	-0.65665	0.91	0.871528	0.91	1.1163	0.91	-0.837926	0.91	-0.94123	0.91	-1.75352	0.91	-1.61271	0.91	0.797834	0.91	3.13896	0.91	3.48341	0.91	0.571157	0.91	1.18835	0.91	-0.00162272	0.91	-0.363516	0.91	-0.0911092
0.911	-0.458596	0.911	0.259928	0.911	0.317831	0.911	0.0990496	0.911	0.496804	0.911	-0.475374	0.911	-0.591509	0.911	0.84159	0.911	0.979439	0.911	-1.03269	0.911	-1.10836	0.911	-1.59757	0.911	-1.32286	0.911	0.251703	0.911	3.57093	0.911	2.9965	0.911	0.726113	0.911	1.10511	0.911	-0.100321	0.911	-0.10394	0.911	-0.0828843
0.912	-0.549398	0.912	0.264534	0.912	0.294801	0.912	0.20696	0.912	0.470484	0.912	-0.57506	0.912	-0.582627	0.912	0.886991	0.912	0.851131	0.912	-1.18469	0.912	-1.20936	0.912	-1.42617	0.912	-0.925438	0.912	-0.35595	0.912	3.77359	0.912	2.06117	0.912	1.08439	0.912	0.981413	0.912	-0.639214	0.912	-0.1398	0.912	-0.0713695
0.913	-0.508603	0.913	0.242491	0.913	0.341518	0.913	0.143135	0.913	0.447784	0.913	-0.604998	0.913	-0.485244	0.913	0.987993	0.913	0.759012	0.913	-1.33931	0.913	-1.32418	0.913	-1.16034	0.913	-0.490179	0.913	-0.915569	0.913	3.95749	0.913	1.20973	0.913	1.17519	0.913	1.20941	0.913	-0.780352	0.913	0.070756	0.913	-0.0559068
0.914	-0.347067	0.914	0.248084	0.914	0.302039	0.914	0.234924	0.914	0.405014	0.914	-0.626054	0.914	-0.38523	0.914	1.00839	0.914	0.563261	0.914	-1.35609	0.914	-1.52651	0.914	-0.929057	0.914	-0.142761	0.914	-1.31892	0.914	4.01375	0.914	0.352704	0.914	1.19296	0.914	0.937656	0.914	-0.658295	0.914	0.416858	0.914	-0.0381411
0.915	-0.106901	0.915	0.122408	0.915	0.254335	0.915	0.302697	0.915	0.352704	0.915	-0.508274	0.915	-0.270411	0.915	0.94621	0.915	0.28197	0.915	-1.40873	0.915	-1.52783	0.915	-0.66323	0.915	0.325727	0.915	-1.95914	0.915	3.79333	0.915	-0.598089	0.915	1.49464	0.915	0.638929	0.915	-0.950113	0.915	0.38363	0.915	-0.0170855
0.916	0.149715	0.916	0.071743	0.916	0.220448	0.916	0.285589	0.916	0.368825	0.916	-0.626383	0.916	0.0473974	0.916	0.872515	0.916	0.0572673	0.916	-1.3936	0.916	-1.41334	0.916	-0.277649	0.916	0.679725	0.916	-2.3615	0.916	3.61073	0.916	-1.35181	0.916	1.54037	0.916	0.64518	0.916	-0.933005	0.916	0.712624	0.916	0.00429918
0.917	0.358955	0.917	0.0687821	0.917	0.206631	0.917	0.411923	0.917	0.242162	0.917	-0.53229	0.917	0.0348957	0.917	0.869883	0.917	-0.1727	0.917	-1.35807	0.917	-1.38208	0.917	0.0641761	0.917	1.21302	0.917	-2.72635	0.917	3.18962	0.917	-2.18877	0.917	1.37423	0.917	0.503055	0.917	-0.757323	0.917	0.875805	0.917	0.0266708
0.918	0.466865	0.918	-0.00458367	0.918	0.177021	0.918	0.39975	0.918	0.112867	0.918	-0.399048	0.918	0.156295	0.918	0.70736	0.918	-0.336868	0.918	-1.23371	0.918	-1.23963	0.918	0.306316	0.918	1.43773	0.918	-2.86486	0.918	2.76654	0.918	-3.0412	0.918	1.28244	0.918	-0.00820261	0.918	-1.04552	0.918	0.73039	0.918	0.0483844
0.919	0.447126	0.919	-0.0516299	0.919	0.116157	0.919	0.355994	0.919	0.131291	0.919	-0.356937	0.919	0.29842	0.919	0.545824	0.919	-0.528672	0.919	-1.10507	0.919	-1.14521	0.919	0.587277	0.919	1.69566	0.919	-3.09252	0.919	2.04834	0.919	-3.8061	0.919	1.41832	0.919	-0.0374831	0.919	-0.975446	0.919	0.688608	0.919	0.0691111
0.92	0.304342	0.92	-0.110191	0.92	0.0783229	0.92	0.381327	0.92	-0.0305742	0.92	-0.372399	0.92	0.403369	0.92	0.439559	0.92	-0.766534	0.92	-0.896158	0.92	-0.940572	0.92	1.03504	0.92	2.06413	0.92	-3.14614	0.92	1.40582	0.92	-4.40618	0.92	1.09623	0.92	-0.165462	0.92	-0.626383	0.92	1.07518	0.92	0.0885217
0.921	0.075033	0.921	-0.132233	0.921	0.0454235	0.921	0.359284	0.921	-0.0891352	0.921	-0.217772	0.921	0.454364	0.921	0.244794	0.921	-0.8955	0.921	-0.632634	0.921	-0.702051	0.921	1.20776	0.921	2.25429	0.921	-3.15272	0.921	0.595502	0.921	-4.64931	0.921	0.918575	0.921	-0.676061	0.921	-0.690208	0.921	0.793228	0.921	0.105629
0.922	-0.180925	0.922	-0.131246	0.922	0.000351244	0.922	0.318489	0.922	-0.177306	0.922	-0.0963731	0.922	0.57971	0.922	0.123395	0.922	-1.0498	0.922	-0.478664	0.922	-0.442146	0.922	1.36601	0.922	2.28884	0.922	-2.88262	0.922	-0.230603	0.922	-4.86776	0.922	0.692884	0.922	-0.649412	0.922	-0.712579	0.922	0.678409	0.922	0.119447
0.923	-0.398719	0.923	-0.216127	0.923	-0.0960441	0.923	0.257296	0.923	-0.227313	0.923	0.0951016	0.923	0.766579	0.923	-0.0878192	0.923	-1.14915	0.923	-0.199677	0.923	-0.142432	0.923	1.62394	0.923	2.29311	0.923	-2.61581	0.923	-0.83003	0.923	-5.00363	0.923	0.436927	0.923	-0.804698	0.923	-0.194413	0.923	0.750459	0.923	0.129317
0.924	-0.522092	0.924	-0.282913	0.924	-0.197374	0.924	0.290853	0.924	-0.266792	0.924	0.110893	0.924	0.77612	0.924	-0.256593	0.924	-1.24061	0.924	0.129646	0.924	0.0832578	0.924	1.82199	0.924	2.39806	0.924	-2.24273	0.924	-1.64824	0.924	-4.88421	0.924	0.0691111	0.924	-1.03368	0.924	-0.242447	0.924	0.601753	0.924	0.135897
0.925	-0.521434	0.925	-0.266792	0.925	-0.236525	0.925	0.215185	0.925	-0.324366	0.925	0.261573	0.925	0.750459	0.925	-0.384243	0.925	-1.26397	0.925	0.213211	0.925	0.403698	0.925	1.76047	0.925	2.14507	0.925	-1.85419	0.925	-2.30622	0.925	-4.56311	0.925	-0.00392568	0.925	-1.12974	0.925	-0.0805814	0.925	0.316186	0.925	0.138529
0.926	-0.396745	0.926	-0.278636	0.926	-0.21514	0.926	0.136226	0.926	-0.380624	0.926	0.287892	0.926	0.809678	0.926	-0.57177	0.926	-1.20804	0.926	0.497133	0.926	0.565564	0.926	1.77528	0.926	1.86114	0.926	-1.38439	0.926	-3.00435	0.926	-4.17819	0.926	-0.202638	0.926	-0.98696	0.926	0.322108	0.926	0.471471	0.926	0.136884
0.927	-0.180596	0.927	-0.269753	0.927	-0.307258	0.927	0.135239	0.927	-0.446094	0.927	0.385604	0.927	0.765921	0.927	-0.649083	0.927	-1.14093	0.927	0.799808	0.927	0.933708	0.927	1.85983	0.927	1.67098	0.927	-0.78101	0.927	-3.46461	0.927	-3.74688	0.927	-0.729029	0.927	-1.21923	0.927	0.375405	0.927	0.0381856	0.927	0.130962
0.928	0.072401	0.928	-0.309561	0.928	-0.309561	0.928	0.0253548	0.928	-0.485244	0.928	0.449429	0.928	0.720191	0.928	-0.806672	0.928	-1.0952	0.928	1.03833	0.928	1.0607	0.928	1.6065	0.928	1.31074	0.928	-0.239486	0.928	-3.98014	0.928	-3.06719	0.928	-0.688234	0.928	-1.12974	0.928	0.365535	0.928	-0.218101	0.928	0.120763
0.929	0.297433	0.929	-0.262186	0.929	-0.302324	0.929	-0.0190594	0.929	-0.521763	0.929	0.461272	0.929	0.609978	0.929	-0.881682	0.929	-0.917543	0.929	1.12091	0.929	1.14986	0.929	1.34857	0.929	0.911008	0.929	0.251045	0.929	-4.22063	0.929	-2.1539	0.929	-0.968537	0.929	-0.882669	0.929	0.919562	0.929	-0.0894642	0.929	0.107603
0.93	0.436269	0.93	-0.240473	0.93	-0.313838	0.93	-0.114468	0.93	-0.5063	0.93	0.607017	0.93	0.631034	0.93	-0.953732	0.93	-0.807659	0.93	1.27948	0.93	1.35844	0.93	1.26665	0.93	0.520491	0.93	0.905744	0.93	-4.23478	0.93	-1.18304	0.93	-1.22976	0.93	-0.819502	0.93	0.852447	0.93	-0.418458	0.93	0.0911537
0.931	0.456008	0.931	-0.27732	0.931	-0.351344	0.931	-0.173687	0.931	-0.438856	0.931	0.623138	0.931	0.452719	0.931	-0.93136	0.931	-0.641188	0.931	1.35614	0.931	1.50155	0.931	1.0028	0.931	0.0842448	0.931	1.57525	0.931	-4.2384	0.931	-0.305613	0.931	-1.17712	0.931	-0.824766	0.931	0.703083	0.931	-0.704683	0.931	0.07273
0.932	0.349085	0.932	-0.186847	0.932	-0.31647	0.932	-0.186847	0.932	-0.437211	0.932	0.583987	0.932	0.316186	0.932	-1.03927	0.932	-0.374044	0.932	1.40976	0.932	1.44529	0.932	0.637284	0.932	-0.349699	0.932	1.95721	0.932	-4.11864	0.932	0.529703	0.932	-1.12876	0.932	-0.309232	0.932	0.899164	0.932	-0.599405	0.932	0.0523324
0.933	0.145109	0.933	-0.163488	0.933	-0.197703	0.933	-0.265147	0.933	-0.455635	0.933	0.582342	0.933	0.306645	0.933	-0.98367	0.933	-0.199677	0.933	1.36469	0.933	1.47787	0.933	0.349743	0.933	-0.792525	0.933	2.28489	0.933	-3.89	0.933	1.34232	0.933	-1.33306	0.933	-0.283242	0.933	1.07583	0.933	-0.749427	0.933	0.0302897
0.934	-0.103282	0.934	-0.159869	0.934	-0.297718	0.934	-0.32634	0.934	-0.266792	0.934	0.571815	0.934	0.145109	0.934	-0.839571	0.934	-0.0249813	0.934	1.4022	0.934	1.50912	0.934	0.0579253	0.934	-1.04947	0.934	2.72739	0.934	-3.31492	0.934	2.44313	0.934	-1.15047	0.934	-0.160198	0.934	0.71394	0.934	-0.987947	0.934	0.0085761
0.935	-0.333578	0.935	-0.099663	0.935	-0.293112	0.935	-0.28719	0.935	-0.266792	0.935	0.492198	0.935	-0.0256393	0.935	-0.776733	0.935	0.321779	0.935	1.26533	0.935	1.32225	0.935	-0.311864	0.935	-1.52816	0.935	2.99288	0.935	-2.89907	0.935	3.17942	0.935	-1.06592	0.935	0.138858	0.935	0.991611	0.935	-0.788577	0.935	-0.0128085
0.936	-0.485573	0.936	-0.0249813	0.936	-0.20527	0.936	-0.347725	0.936	-0.269095	0.936	0.420806	0.936	-0.196387	0.936	-0.688234	0.936	0.402053	0.936	1.19032	0.936	1.14986	0.936	-0.632634	0.936	-1.83544	0.936	3.06789	0.936	-2.30096	0.936	3.61337	0.936	-0.90208	0.936	0.492527	0.936	0.795202	0.936	-0.820818	0.936	-0.0328772
0.937	-0.523079	0.937	-0.0154405	0.937	-0.196058	0.937	-0.353647	0.937	-0.189149	0.937	0.502726	0.937	-0.31647	0.937	-0.589864	0.937	0.592541	0.937	1.07748	0.937	0.966608	0.937	-0.829701	0.937	-2.01803	0.937	3.11198	0.937	-1.59297	0.937	4.00947	0.937	-0.753046	0.937	0.451403	0.937	0.424425	0.937	-0.920833	0.937	-0.0516299
0.938	-0.436224	0.938	0.0651631	0.938	-0.0947281	0.938	-0.419445	0.938	-0.046037	0.938	0.329675	0.938	-0.406286	0.938	-0.408589	0.938	0.810664	0.938	0.821521	0.938	0.74355	0.938	-1.24423	0.938	-2.13153	0.938	3.16166	0.938	-0.76456	0.938	4.46941	0.938	-0.431947	0.938	0.812967	0.938	0.457653	0.938	-0.698104	0.938	-0.0657766
0.939	-0.247052	0.939	0.071743	0.939	-0.0947281	0.939	-0.361871	0.939	0.0951016	0.939	0.175047	0.939	-0.527356	0.939	-0.255606	0.939	1.07057	0.939	0.547469	0.939	0.471142	0.939	-1.38077	0.939	-2.31313	0.939	2.91327	0.939	-0.0272843	0.939	4.74642	0.939	-0.256264	0.939	0.935682	0.939	0.522794	0.939	-0.54545	0.939	-0.0779494
0.94	-0.00392568	0.94	0.201367	0.94	-0.045379	0.94	-0.301008	0.94	0.0661501	0.94	0.172086	0.94	-0.617829	0.94	-0.0542618	0.94	1.13801	0.94	0.343821	0.94	0.26914	0.94	-1.55711	0.94	-2.30787	0.94	2.56124	0.94	0.67479	0.94	4.73392	0.94	-0.0144535	0.94	0.875147	0.94	-0.0134665	0.94	-0.655663	0.94	-0.0858453
0.941	0.230318	0.941	0.175376	0.941	0.0602282	0.941	-0.306271	0.941	0.246439	0.941	0.0375276	0.941	-0.694156	0.941	0.142806	0.941	1.20315	0.941	0.073059	0.941	0.102997	0.941	-1.64923	0.941	-2.32366	0.941	2.23587	0.941	1.49399	0.941	4.74346	0.941	0.26914	0.941	1.17947	0.941	-0.112494	0.941	-0.229287	0.941	-0.0904512
0.942	0.39646	0.942	0.223409	0.942	0.073388	0.942	-0.238499	0.942	0.208934	0.942	-0.0815683	0.942	-0.738899	0.942	0.278022	0.942	1.21204	0.942	-0.124996	0.942	-0.318444	0.942	-1.82162	0.942	-2.10389	0.942	1.82134	0.942	2.11151	0.942	4.32695	0.942	0.568854	0.942	1.2706	0.942	-0.0391281	0.942	-0.100321	0.942	-0.0904512
0.943	0.45239	0.943	0.227686	0.943	0.178337	0.943	-0.230603	0.943	0.320134	0.943	-0.202309	0.943	-0.786603	0.943	0.453048	0.943	1.27586	0.943	-0.366148	0.943	-0.575718	0.943	-1.793	0.943	-1.92229	0.943	1.29659	0.943	2.76423	0.943	3.88742	0.943	0.731048	0.943	1.01793	0.943	-0.530975	0.943	-0.0555778	0.943	-0.0868323
0.944	0.383959	0.944	0.279338	0.944	0.168138	0.944	-0.245079	0.944	0.357639	0.944	-0.265476	0.944	-0.791209	0.944	0.506345	0.944	1.20184	0.944	-0.633621	0.944	-0.781339	0.944	-1.76207	0.944	-1.59955	0.944	0.763947	0.944	3.19456	0.944	3.32352	0.944	1.0959	0.944	1.06103	0.944	-0.668823	0.944	0.0339087	0.944	-0.0792654
0.945	0.209921	0.945	0.333294	0.945	0.211566	0.945	-0.115784	0.945	0.372773	0.945	-0.327327	0.945	-0.695801	0.945	0.666236	0.945	1.12749	0.945	-0.838255	0.945	-1.01328	0.945	-1.64001	0.945	-1.31595	0.945	0.0980626	0.945	3.64692	0.945	2.80667	0.945	1.1798	0.945	1.10939	0.945	-0.611578	0.945	0.457653	0.945	-0.0680796
0.946	-0.0256393	0.946	0.30171	0.946	0.254006	0.946	-0.0591967	0.946	0.483973	0.946	-0.442804	0.946	-0.661256	0.946	0.868239	0.946	1.06267	0.946	-1.06789	0.946	-1.13501	0.946	-1.44722	0.946	-0.928399	0.946	-0.404641	0.946	3.83939	0.946	1.78284	0.946	1.18802	0.946	0.758025	0.946	-0.879379	0.946	0.400079	0.946	-0.0532748
0.947	-0.261528	0.947	0.285918	0.947	0.252032	0.947	0.0026542	0.947	0.479696	0.947	-0.482941	0.947	-0.628357	0.947	0.955422	0.947	0.890939	0.947	-1.20048	0.947	-1.33175	0.947	-1.27319	0.947	-0.452345	0.947	-0.971498	0.947	4.12232	0.947	0.708018	0.947	1.48905	0.947	0.680383	0.947	-1.04223	0.947	0.754077	0.947	-0.0361671
0.948	-0.438527	0.948	0.293814	0.948	0.376063	0.948	0.0536483	0.948	0.476406	0.948	-0.580982	0.948	-0.597431	0.948	1.03241	0.948	0.783358	0.948	-1.34162	0.948	-1.4288	0.948	-0.99683	0.948	-0.0723565	0.948	-1.42057	0.948	3.96111	0.948	0.0102211	0.948	1.54992	0.948	0.54056	0.948	-0.760283	0.948	0.855737	0.948	-0.0154405
0.949	-0.511564	0.949	0.256967	0.949	0.300394	0.949	0.0473974	0.949	0.480025	0.949	-0.59118	0.949	-0.490508	0.949	0.946868	0.949	0.535954	0.949	-1.41005	0.949	-1.4436	0.949	-0.683957	0.949	0.342176	0.949	-2.01474	0.949	3.6739	0.949	-0.91195	0.949	1.39134	0.949	0.274075	0.949	-0.968208	0.949	0.737957	0.949	0.00495716
0.95	-0.462873	0.95	0.233937	0.95	0.278351	0.95	0.187549	0.95	0.465549	0.95	-0.626054	0.95	-0.399048	0.95	0.957067	0.95	0.350401	0.95	-1.3834	0.95	-1.4186	0.95	-0.364503	0.95	0.713282	0.95	-2.43914	0.95	3.50348	0.95	-1.72489	0.95	1.27915	0.95	-0.0657766	0.95	-0.970511	0.95	0.739273	0.95	0.0269998
0.951	-0.304626	0.951	0.21354	0.951	0.356323	0.951	0.207947	0.951	0.447126	0.951	-0.610262	0.951	-0.2839	0.951	0.911008	0.951	0.103984	0.951	-1.34885	0.951	-1.46663	0.951	-0.0825553	0.951	1.24461	0.951	-2.71681	0.951	3.161	0.951	-2.78129	0.951	1.42128	0.951	-0.179609	0.951	-0.743176	0.951	1.03899	0.951	0.0477264
0.952	-0.0779494	0.952	0.231634	0.952	0.306316	0.952	0.319147	0.952	0.338228	0.952	-0.511564	0.952	-0.0111636	0.952	0.863962	0.952	-0.125654	0.952	-1.30016	0.952	-1.33273	0.952	0.217817	0.952	1.49399	0.952	-2.89249	0.952	2.52473	0.952	-3.34288	0.952	1.09163	0.952	-0.311206	0.952	-0.65336	0.952	0.718546	0.952	0.0687821
0.953	0.159914	0.953	0.141161	0.953	0.254335	0.953	0.293485	0.953	0.389223	0.953	-0.511893	0.953	0.0388436	0.953	0.785661	0.953	-0.339829	0.953	-1.18666	0.953	-1.1814	0.953	0.597805	0.953	1.72001	0.953	-3.11226	0.953	1.94701	0.953	-3.94658	0.953	0.921536	0.953	-0.730345	0.953	-0.718501	0.953	0.824153	0.953	0.0875347
0.954	0.346782	0.954	0.122408	0.954	0.221435	0.954	0.352046	0.954	0.25927	0.954	-0.497088	0.954	0.132278	0.954	0.713282	0.954	-0.511564	0.954	-1.11329	0.954	-1.01953	0.954	0.899164	0.954	2.07466	0.954	-3.07771	0.954	1.24296	0.954	-4.32426	0.954	0.677751	0.954	-0.74844	0.954	-0.171055	0.954	0.738286	0.954	0.103655
0.955	0.436927	0.955	0.10859	0.955	0.223738	0.955	0.417187	0.955	0.112538	0.955	-0.399706	0.955	0.373431	0.955	0.574446	0.955	-0.734293	0.955	-0.844835	0.955	-0.805027	0.955	1.1492	0.955	2.26021	0.955	-3.14549	0.955	0.338228	0.955	-4.7865	0.955	0.427057	0.955	-0.877076	0.955	-0.200006	0.955	0.531677	0.955	0.117802
0.956	0.40633	0.956	0.0108791	0.956	0.189194	0.956	0.36718	0.956	0.135239	0.956	-0.365161	0.956	0.375734	0.956	0.41291	0.956	-0.869509	0.956	-0.650399	0.956	-0.533935	0.956	1.32817	0.956	2.30463	0.956	-2.91881	0.956	-0.442475	0.956	-4.93421	0.956	0.0595702	0.956	-1.23272	0.956	-0.143419	0.956	0.320463	0.956	0.128001
0.957	0.264863	0.957	-0.0131375	0.957	0.147741	0.957	0.378366	0.957	0.000351244	0.957	-0.306271	0.957	0.433308	0.957	0.206631	0.957	-1.04092	0.957	-0.432934	0.957	-0.267121	0.957	1.56669	0.957	2.33259	0.957	-2.59409	0.957	-1.01394	0.957	-5.12766	0.957	-0.00195172	0.957	-1.10968	0.957	0.172744	0.957	0.456008	0.957	0.134581
0.958	0.0473974	0.958	-0.0684086	0.958	0.0773359	0.958	0.39646	0.958	-0.0680796	0.958	-0.201322	0.958	0.590238	0.958	0.0260128	0.958	-1.10869	0.958	-0.154605	0.958	-0.00655764	0.958	1.68842	0.958	2.32963	0.958	-2.22496	0.958	-1.90584	0.958	-4.73156	0.958	-0.20198	0.958	-0.987289	0.958	0.406988	0.958	0.0108791	0.958	0.136884
0.959	-0.18882	0.959	-0.134536	0.959	-0.0170855	0.959	0.384288	0.959	-0.153618	0.959	0.0592412	0.959	0.789609	0.959	-0.117758	0.959	-1.28174	0.959	0.0677951	0.959	0.178008	0.959	1.75652	0.959	2.1148	0.959	-1.8055	0.959	-2.47895	0.959	-4.30584	0.959	-0.726068	0.959	-1.32911	0.959	0.372444	0.959	-0.21185	0.959	0.135568
0.96	-0.384572	0.96	-0.16612	0.96	-0.040773	0.96	0.328688	0.96	-0.219417	0.96	0.0115371	0.96	0.756709	0.96	-0.173358	0.96	-1.28634	0.96	0.292498	0.96	0.463246	0.96	1.7358	0.96	1.82068	0.96	-1.39853	0.96	-3.05468	0.96	-3.9298	0.96	-0.709947	0.96	-0.915898	0.96	0.843893	0.96	-0.128286	0.96	0.129975
0.961	-0.489192	0.961	-0.19869	0.961	-0.0608417	0.961	0.275391	0.961	-0.291138	0.961	0.110893	0.961	0.720191	0.961	-0.461557	0.961	-1.28371	0.961	0.4718	0.961	0.808033	0.961	1.75258	0.961	1.63545	0.961	-0.685273	0.961	-3.5791	0.961	-3.45046	0.961	-0.983012	0.961	-0.946823	0.961	0.95937	0.961	-0.42767	0.961	0.120105
0.962	-0.477677	0.962	-0.268108	0.962	-0.159211	0.962	0.302039	0.962	-0.262844	0.962	0.313225	0.962	0.786319	0.962	-0.550385	0.962	-1.24818	0.962	0.847512	0.962	0.961673	0.962	1.64269	0.962	1.30449	0.962	-0.201322	0.962	-4.02258	0.962	-2.79379	0.962	-1.23272	0.962	-0.920833	0.962	0.734996	0.962	-0.709947	0.962	0.107274
0.963	-0.352989	0.963	-0.252645	0.963	-0.23159	0.963	0.212224	0.963	-0.390823	0.963	0.282957	0.963	0.796518	0.963	-0.645464	0.963	-1.07908	0.963	0.997533	0.963	1.08998	0.963	1.40154	0.963	0.877121	0.963	0.389881	0.963	-4.20616	0.963	-1.81109	0.963	-1.18732	0.963	-0.664875	0.963	0.895874	0.963	-0.574073	0.963	0.0914827
0.964	-0.147367	0.964	-0.284229	0.964	-0.219417	0.964	0.075033	0.964	-0.455964	0.964	0.368825	0.964	0.734667	0.964	-0.864904	0.964	-0.963602	0.964	1.13111	0.964	1.34133	0.964	1.35186	0.964	0.455679	0.964	0.892584	0.964	-4.33742	0.964	-0.892868	0.964	-1.13797	0.964	-0.261528	0.964	1.13966	0.964	-0.74844	0.964	0.073388
0.965	0.0868768	0.965	-0.259883	0.965	-0.340816	0.965	0.0684531	0.965	-0.531633	0.965	0.477393	0.965	0.644193	0.965	-0.916227	0.965	-0.836939	0.965	1.3262	0.965	1.41536	0.965	1.08965	0.965	0.168796	0.965	1.61835	0.965	-4.20714	0.965	0.014169	0.965	-1.32911	0.965	-0.266463	0.965	0.802111	0.965	-0.882011	0.965	0.0539773
0.966	0.289208	0.966	-0.296731	0.966	-0.233235	0.966	0.0029832	0.966	-0.508274	0.966	0.598463	0.966	0.660972	0.966	-0.993211	0.966	-0.694156	0.966	1.38246	0.966	1.4726	0.966	0.714598	0.966	-0.393126	0.966	2.02432	0.966	-4.00909	0.966	0.795531	0.966	-1.15113	0.966	-0.0256393	0.966	0.996875	0.966	-0.772127	0.966	0.0325927
0.967	0.408633	0.967	-0.298047	0.967	-0.272385	0.967	-0.0473529	0.967	-0.519131	0.967	0.558655	0.967	0.486276	0.967	-0.964589	0.967	-0.334236	0.967	1.40713	0.967	1.44562	0.967	0.413897	0.967	-0.824108	0.967	2.34904	0.967	-3.7232	0.967	1.38114	0.967	-1.08434	0.967	0.257625	0.967	0.826127	0.967	-0.899119	0.967	0.0115371
0.968	0.414884	0.968	-0.213495	0.968	-0.282255	0.968	-0.127957	0.968	-0.393455	0.968	0.539902	0.968	0.350401	0.968	-0.969853	0.968	-0.281926	0.968	1.40713	0.968	1.4976	0.968	0.163532	0.968	-1.08763	0.968	2.68659	0.968	-3.30307	0.968	2.5698	0.968	-0.903725	0.968	0.339215	0.968	0.6386	0.968	-0.904712	0.968	-0.00951859
0.969	0.307303	0.969	-0.245408	0.969	-0.338842	0.969	-0.216785	0.969	-0.45399	0.969	0.618861	0.969	0.288221	0.969	-0.97413	0.969	-0.0641316	0.969	1.41042	0.969	1.26566	0.969	-0.241131	0.969	-1.51796	0.969	3.009	0.969	-2.74806	0.969	3.41498	0.969	-0.738899	0.969	0.562932	0.969	0.466536	0.969	-0.603024	0.969	-0.0295872
0.97	0.112538	0.97	-0.269424	0.97	-0.344764	0.97	-0.185202	0.97	-0.454648	0.97	0.597476	0.97	0.146754	0.97	-0.817199	0.97	0.300723	0.97	1.26599	0.97	1.11433	0.97	-0.569796	0.97	-1.82951	0.97	3.04322	0.97	-2.03415	0.97	3.98809	0.97	-0.422077	0.97	1.13505	0.97	0.492856	0.97	-0.586575	0.97	-0.0466949
0.971	-0.118416	0.971	-0.181583	0.971	-0.22501	0.971	-0.222378	0.971	-0.273372	0.971	0.552075	0.971	-0.0216914	0.971	-0.745479	0.971	0.343821	0.971	1.16664	0.971	1.12156	0.971	-0.744492	0.971	-2.03645	0.971	3.17054	0.971	-1.36267	0.971	4.20391	0.971	-0.259554	0.971	0.984374	0.971	0.016143	0.971	-0.671455	0.971	-0.0618287
